Artist,Title,Year,Instrument,Genre,ID,Danceability,Energy,Valence,Tempo,Duration_MS
Edu K,Bota a Mao Pro Alto,2008,Drums,Electronic / Dance,07cRvE9zKEMThYlEb65WHG,0.593,0.924,0.478,140.029,212080.0
D.K.Ritual,Massive (Original Mix),2013,Drums,Electronic / Dance,703PcB4t8vKs4iJIbrK2UJ,0.607,0.91,0.779,169.974,351118.0
Drum Cypha,Valley of the Drakes,2013,Drums,Electronic / Dance,3P2U0BcBj3wIOsxk7RZnAQ,0.459,0.903,0.0408,175.963,376375.0
Edu K,Party Munky,2008,Drums,Electronic / Dance,5GT8XA8OWNnHZhV30LAU0X,0.192,0.984,0.0992,139.738,288880.0
Promo (DJ),Killerz,1997,Drums,Electronic / Dance,,,,,,
Feyder,Sweet Jamaica,2012,Drums,Electronic / Dance,7hK1m9VdYSCLSeAiowBMRx,0.744,0.878,0.924,90.033,301541.0
Rolaz,Sweet Love,2012,Drums,Electronic / Dance,6QmSoWLjXfhVxOGmjArEO0,0.41,0.847,0.0388,88.567,353258.0
Debaser vs. U-Ome,Mood to Kill,2004,Drums,Electronic / Dance,,,,,,
E-De-Cologne,Kill 4 Jesus,1996,Drums,Electronic / Dance,,,,,,
Abstract Elements,Mindcrusher,2015,Drums,Electronic / Dance,,,,,,
Nebula,Last Stand,2012,Drums,Electronic / Dance,,,,,,
Go Mental,Sunshine After the Rain,1996,Drums,Electronic / Dance,,,,,,
Technical Itch,Heaven,2002,Drums,Electronic / Dance,,,,,,
Stu & Nee,Higher,2006,Drums,Electronic / Dance,,,,,,
Technical Itch,Dimensions,2000,Drums,Electronic / Dance,,,,,,
Pigeonhed,It's Like the Man Said (Technical Itch Mix),1997,Drums,Electronic / Dance,,,,,,
Technical Itch,The Virus,1997,Drums,Electronic / Dance,,,,,,
Technical Itch,Stronghold,1997,Drums,Electronic / Dance,,,,,,
T.D.F.,Seven,1999,Drums,Electronic / Dance,,,,,,
Moshpit (2),Hate Me,2006,Drums,Electronic / Dance,,,,,,
SPL,Black Solstice,2006,Drums,Electronic / Dance,,,,,,
Christoph De Babalon,Residuum,1996,Drums,Electronic / Dance,4SSVvjjstGzVHmJ98zLQs7,0.27,0.696,0.195,94.168,236880.0
Christoph De Babalon,Nameless #1,1996,Drums,Electronic / Dance,6g6SMAYZ6rHn3AhVnhePiI,0.184,0.926,0.551,95.161,481680.0
Renegade,Eastern Promise,1996,Drums,Electronic / Dance,,,,,,
Sy & Unknown,Imperial March (Remix),1996,Drums,Electronic / Dance,,,,,,
Studio Pressure,Presha,1993,Drums,Electronic / Dance,5ChAXfpofesxGTbmpbEbpL,0.515,0.975,0.354,158.012,306000.0
Double O,Mud Up,2003,Drums,Electronic / Dance,,,,,,
Rekoil,Falling Down,2001,Drums,Electronic / Dance,,,,,,
Mr Bad Monkey,Those Damn Rasta's Took E Again!,2012,Drums,Electronic / Dance,,,,,,
SPL,Guardian,2009,Drums,Electronic / Dance,7nXcIofYsyrK7QiZJ4TkE8,0.313,0.942,0.0764,109.345,328466.0
SPL,It Will Be Different,2009,Drums,Electronic / Dance,5S3hvkbtypqrngxz1xaObb,0.3,0.979,0.0634,174.995,371306.0
Boymerang,Getting Closer,1995,Drums,Electronic / Dance,,,,,,
Enduser,Devil Tricked the World,2005,Drums,Electronic / Dance,2voOZBZl3pQBqKO7aYzqul,0.322,0.655,0.194,168.121,414027.0
Enduser,My Shit Eats Tapes,2005,Drums,Electronic / Dance,5qWTJLMrYMGQfZuloXQia2,0.523,0.461,0.154,178.108,270853.0
Kid Thunder,Life Goes On,1994,Drums,Electronic / Dance,2c7sVd1bfE1rdlXLeltgtd,0.611,0.818,0.819,158.847,481975.0
The Interrogator,Awareness,1994,Drums,Electronic / Dance,,,,,,
Dylan,Witchcraft,1997,Drums,Electronic / Dance,,,,,,
Sams Myth,Pon a Jungle Riddim,2011,Drums,Electronic / Dance,,,,,,
Doc Scott,It's Yours,1994,Drums,Electronic / Dance,4CzK0gRPIeBznNDwiTbnXg,0.662,0.887,0.662,157.872,358040.0
Basic Influence,Still Waters,1995,Drums,Electronic / Dance,1tmnjDCtIqXIpDrPZT14CT,0.541,0.753,0.441,164.889,304027.0
John Rolodex,Rinse It (Amen Mix),2003,Drums,Electronic / Dance,4WWk8kBh3QqYPFhBYFkZYa,0.463,0.927,0.283,173.138,427587.0
John Rolodex,Forget Me Now (Dread Soldiers),2003,Drums,Electronic / Dance,,,,,,
2Brainz,Dank Sensi,2014,Drums,Electronic / Dance,4Ir7pAyz1K2TuRbSEQBHAc,0.588,0.86,0.492,159.964,329143.0
Limewax,Fire,2015,Drums,Electronic / Dance,7CeQDlL0LQAfVwYVenHMOq,0.279,0.989,0.367,116.593,301714.0
Threshold (2),Rasta Nuh Tell,2015,Drums,Electronic / Dance,,,,,,
Martian Man,Keep Your Dread (Double O Version),2015,Drums,Electronic / Dance,5TeoIlka7Kr2ksco1fZU0l,0.495,0.931,0.424,169.985,395286.0
Raiden (Drum & Bass),6Ft Ditch,2003,Drums,Electronic / Dance,,,,,,
Keaton,Invisible Man,2003,Drums,Electronic / Dance,659dKj9MtfbMM9qXNCoSXL,0.431,0.871,0.242,172.015,477907.0
Loxy and Dylan,The Force,2003,Drums,Electronic / Dance,,,,,,
Acro,Superpod,1993,Drums,Electronic / Dance,,,,,,
Stazma the Junglechrist,Infected Brain Cell,2013,Drums,Electronic / Dance,0zsW8th7NeLCggHWJ2hAl3,0.562,0.942,0.0416,110.041,272500.0
Pitchshifter,Hidden Agenda,1999,Drums,Rock / Pop,4V1dFjCDd86Xaqpyrlf0E2,0.522,0.931,0.616,176.176,255707.0
Parallel,A Glimpse at the Dawn of Time,2011,Drums,Electronic / Dance,,,,,,
Champa B,Darkness Through Light,2012,Drums,Electronic / Dance,,,,,,
D.K.Ritual,Returning to Roots,2013,Drums,Electronic / Dance,5RISIuEQYzrZhgbh3Rg3Rc,0.42,0.994,0.0856,175.034,321000.0
Racktacktek,People Are Dead,2013,Drums,Electronic / Dance,2D2DPqNnGHHApZGRZk9801,0.393,0.988,0.548,176.095,287513.0
D. Kay,Zombie Nation,2002,Drums,Electronic / Dance,2Jgg22AJwnDIBOLTFdA2Aj,0.331,0.952,0.625,111.858,464987.0
Genotype,Extra Terrestrial (Dom & Roland Remix),1998,Drums,Electronic / Dance,1ug8g0gUrN6z2tdyojdv2p,0.215,0.943,0.33,82.971,367453.0
Future Cut,Horns 2000,2000,Drums,Electronic / Dance,6HMESpha2y0twFRj8gnCXH,0.555,0.857,0.0824,170.026,431997.0
Equinox,Strange Planet,2011,Drums,Electronic / Dance,,,,,,
RAM Trilogy,Titan,2000,Drums,Electronic / Dance,2wbTohFji42QV9aX2YRVah,0.478,0.922,0.563,172.985,428966.0
Third Rail,The Apprentice,2005,Drums,Electronic / Dance,1V6mmIer7aVayikCVm2xri,0.52,0.865,0.0715,165.986,289463.0
A-Sides,101 Breaks,2002,Drums,Electronic / Dance,,,,,,
Arcon 2,The Beckoning,1997,Drums,Electronic / Dance,2kMrfYnqAgYnIgPDqZ5icE,0.394,0.918,0.306,106.67,339427.0
Alec Empire,The Destroyer Part 2,1994,Drums,Electronic / Dance,1lpSoHTnLH2BWVU6NxUvVF,0.386,0.717,0.44,171.971,294840.0
Kid Lib,The Source,2015,Drums,Electronic / Dance,3nSTUYsyr7jmW3LjqmOOgc,0.451,0.9,0.496,112.179,392000.0
Skynet,Dynamo,2011,Drums,Electronic / Dance,7pKmqrARyBw3DP7TPxYwSq,0.493,0.899,0.351,172.978,155376.0
AutoKratz,Always More (Goshi Goshi Mix),2009,Drums,Electronic / Dance,5EsBAB2pohRtPaf5UyRNhu,0.748,0.737,0.555,127.171,383320.0
Sonic Subjunkies,Das Elektrophon,1998,Drums,Electronic / Dance,,,,,,
Sick Cycle,Blood Clot,2015,Drums,Electronic / Dance,,,,,,
The Prophet (DJ),Don't Quit,1998,Drums,Electronic / Dance,,,,,,
Pitchshifter,Genius (Luke Vibert Remix),1998,Drums,Electronic / Dance,,,,,,
Kodama,Ritualz,2015,Drums,Electronic / Dance,,,,,,
Technical Itch,Seed of Design,2014,Drums,Electronic / Dance,4E7R1Spkbdhmb2YjJbWsGN,0.592,0.889,0.326,175.982,442177.0
Rolling Paper,Voices Inside My Head (Bay B Kane VIP),2015,Drums,Electronic / Dance,12WyXIci5AZkAgomjMmPd3,0.593,0.857,0.396,145.035,329776.0
Spirits From an Urban Jungle,White Lightning,1994,Drums,Electronic / Dance,,,,,,
FFF (2),Babylon Bwoy,2003,Drums,Electronic / Dance,,,,,,
Smiley Maxx,Da Serpent Riddim,2014,Drums,Electronic / Dance,1eGsOZNh8JT6V59GMkj5Lf,0.546,0.904,0.447,164.01,420000.0
Kid Lib,Concrete Jungle Sound (Nuf Fraid a Drum Pan),2011,Drums,Electronic / Dance,,,,,,
Kid Lib,Gyal ReWind It,2011,Drums,Electronic / Dance,,,,,,
Technical Itch,Viking,1999,Drums,Electronic / Dance,,,,,,
Marvellous Cain,CB4,1995,Drums,Electronic / Dance,2eNndr58wRW1H55cwqsSy2,0.548,0.821,0.448,161.854,298138.0
Nebula,Astral Soul,2011,Drums,Electronic / Dance,3Rmde46TCCH4BslH0WCNi7,0.378,0.808,0.07,160.011,405000.0
Genotype,Square Waves,1998,Drums,Electronic / Dance,1ebOXINqmIvedA8LliGsIS,0.242,0.92,0.59,84.112,349707.0
Bizzy B,Love & Joy,2009,Drums,Electronic / Dance,,,,,,
On Remand,Controllin',1993,Drums,Electronic / Dance,,,,,,
Dub One,King Operator,2011,Drums,Electronic / Dance,,,,,,
Dub One,Below,2011,Drums,Electronic / Dance,,,,,,
Concord Dawn,Bad Bones,2003,Drums,Electronic / Dance,,,,,,
Rogue Unit,Luv Dub,1994,Drums,Electronic / Dance,,,,,,
16 Armed Jack,See You Smile,2004,Drums,Electronic / Dance,,,,,,
Sumone,Murdarah,2005,Drums,Electronic / Dance,,,,,,
Cool Hand Flex,Shack Out,1996,Drums,Electronic / Dance,,,,,,
DJ Trace,Fantazia,2010,Drums,Electronic / Dance,7MSbD3ZesOvTIgcpkcwyHc,0.31,0.938,0.367,169.582,497592.0
Shitmat,Sniffer Dogs,2009,Drums,Electronic / Dance,,,,,,
Spring Heel Jack,Island Version,1996,Drums,Electronic / Dance,,,,,,
Stranjah,Dark Tune,2009,Drums,Electronic / Dance,5GOx6ulPW5TR5nJsUHHu1d,0.458,0.912,0.136,172.948,451370.0
Enduser,The Return,2005,Drums,Electronic / Dance,0o7UZ9YwqdlpoDZsp4MjhQ,0.254,0.555,0.368,114.149,456493.0
Dr. Lefty,Log On,2006,Drums,Electronic / Dance,,,,,,
Scape,Tranquility,2010,Drums,Electronic / Dance,,,,,,
Kryptic Minds & Leon Switch,Suicide Note,2006,Drums,Electronic / Dance,,,,,,
DJ Fokus,Vexxed,1993,Drums,Electronic / Dance,,,,,,
Taone and Datman,Nile Prophecy,1995,Drums,Electronic / Dance,,,,,,
Klute,Survival,1995,Drums,Electronic / Dance,6YmFIN28lrnEazxjZOIngs,0.536,0.636,0.313,164.796,348563.0
Northern Connexion,Think,1994,Drums,Electronic / Dance,,,,,,
FFF (2),Rotterdam Soundboy VIP,2013,Drums,Electronic / Dance,,,,,,
Time Travel,A Time Forgotten (Ryo Remix),2013,Drums,Electronic / Dance,6KWwOrNlX79l0FfXEhiLEA,0.658,0.593,0.362,145.014,325594.0
Nebula,Spectrum of Styles,2013,Drums,Electronic / Dance,,,,,,
Loxy and Munk (Drum & Bass),Devil's Advocate,2007,Drums,Electronic / Dance,,,,,,
Acid Lab,Foundation,2013,Drums,Electronic / Dance,2d3vQOc3zTsvV1swxjn2Ec,0.447,0.96,0.256,172.0,352000.0
Phentix,Tivoli Gardens,2013,Drums,Electronic / Dance,2HUdEd45gf0xp1OMMhYyXR,0.622,0.853,0.354,175.02,250600.0
Phuture-T,Rupture,2011,Drums,Electronic / Dance,,,,,,
D.K.Ritual,Spirits,2012,Drums,Electronic / Dance,7776O065J8e9cOEzYVksJL,0.525,0.805,0.169,170.011,304941.0
Drum Cypha,Year of the Minotaur,2012,Drums,Electronic / Dance,3IB7bnDDA3bTiX1MJX3WfG,0.278,0.999,0.0464,173.988,397241.0
Feyder,Rub a Dub Sound,2012,Drums,Electronic / Dance,0zk8GL17Ym8WW4g8KpVEZF,0.69,0.914,0.658,91.012,326373.0
Aquarian,SOMA,2014,Drums,Electronic / Dance,6qjHGV4Ke5eniMTMWu6cBn,0.729,0.757,0.392,129.998,385031.0
Ari Pulkkinen,Lave,2007,Drums,Electronic / Dance,,,,,,
DJ Nee,Rainbows,2005,Drums,Electronic / Dance,,,,,,
Skalator,Jungle Train,2015,Drums,Electronic / Dance,3UZUJ4mOQMD2Q9BJQls1Os,0.229,0.938,0.038,169.688,326117.0
Transmutator,A View to a Kill,1999,Drums,Electronic / Dance,18rt7TuE0EC4dulCCKzKn5,0.609,0.734,0.12,158.242,279880.0
Asend & Ultravibe,Real Love,1995,Drums,Electronic / Dance,,,,,,
DJ Gwange,Adrenalin,1994,Drums,Electronic / Dance,,,,,,
Dom & Roland,45 Special,2007,Drums,Electronic / Dance,0Ge8qL2dGSdEu4BO6FyqCI,0.578,0.97,0.329,175.028,425720.0
Boymerang,Where Its At?,1997,Drums,Electronic / Dance,,,,,,
Manifest (Drum & Bass),Raw & Real,2004,Drums,Electronic / Dance,,,,,,
Special Request,Deranged,2013,Drums,Electronic / Dance,36LZ4PH3ZKlVTFW3PEhC5Q,0.352,0.98,0.634,154.082,327076.0
Skitty,Fall Down,2004,Drums,Electronic / Dance,0BhYBOSj7V7cYq4J8fhYOa,0.471,0.904,0.289,180.022,402493.0
Exclusion Principle,Don't Live in Fear,2011,Drums,Electronic / Dance,,,,,,
Technical Itch,Soul Snatcher,2004,Drums,Electronic / Dance,,,,,,
DJ Ink,Sector X,2004,Drums,Electronic / Dance,1Wp44Di59KDeyASzwV5TNB,0.511,0.981,0.308,174.017,421213.0
Maladroit,Puppet Masta,2003,Drums,Electronic / Dance,3Pdlknb8bHbAhIblPVdaUl,0.562,0.987,0.136,105.023,166840.0
Breakage,Bring Back,2004,Drums,Electronic / Dance,6uCpDLjhqiIRsAf1nUKiuj,0.401,0.912,0.597,105.896,353707.0
Breakage,Disco 45,2003,Drums,Electronic / Dance,,,,,,
Future Cut,Ghetto Style,2001,Drums,Electronic / Dance,3JshoAZ2vohLJNwuwsoclc,0.528,0.941,0.108,172.99,397088.0
Freestylers,Warrior Charge,2004,Drums,Electronic / Dance,6Xw3VtqEtMvsHcn4WoPu6x,0.359,0.941,0.595,138.005,333907.0
Total Science,Rebel Soul,2001,Drums,Electronic / Dance,0K39TDOBuY4IHyJp5lv9LF,0.438,0.98,0.545,173.651,355933.0
Ruffkut,Dub White,1993,Drums,Electronic / Dance,,,,,,
Aquarian,Motherisk,2012,Drums,Electronic / Dance,1c2sAumg8nELvvDLYbAyMx,0.488,0.959,0.137,139.937,317922.0
Future Cut,Whiplash (Lemon D Remix),2000,Drums,Electronic / Dance,0CUN6FeXweUeFjlqUkZJQn,0.586,0.967,0.687,175.381,462720.0
B.L.I.M.,Jeamland (DJ Trace's World),1996,Drums,Electronic / Dance,,,,,,
Dr. Mario,Toasted,2013,Drums,Other,,,,,,
Stranjah,Intalus,2011,Drums,Hip-Hop / Rap / R&B,5t71fPMevl9jdDrZv8KqAP,0.589,0.784,0.239,169.994,467294.0
Kryptic Minds & Leon Switch,Blueprint (Tech Itch Remix),2004,Drums,Electronic / Dance,,,,,,
Dylan,Dark Planet (Donny Remix),2008,Drums,Electronic / Dance,,,,,,
Raveman,Spaceman (1.8.2. Mix),1996,Drums,Electronic / Dance,,,,,,
Technical Itch,Led,1999,Drums,Electronic / Dance,,,,,,
Kid Lib,You Never Know,2012,Drums,Electronic / Dance,,,,,,
Kid Lib,Over You,2012,Drums,Electronic / Dance,,,,,,
Skitzaph0nic,Interstella Jungle Transmission,2015,Drums,Electronic / Dance,,,,,,
Aleksi Perälä,Spacetime,2007,Drums,Electronic / Dance,,,,,,
Necrotype,Bright Light,2014,Drums,Electronic / Dance,,,,,,
Promo (DJ) and DJ Delirium,Bass Power,1998,Drums,Electronic / Dance,,,,,,
Najeem S,New Sun,2011,Drums,Electronic / Dance,4FBBSSfFCQfSm4GjTnLUe6,0.238,0.888,0.113,170.11,301500.0
Najeem S,Ocean,2011,Drums,Electronic / Dance,6ehLMMZMaPj3sf2I45q4Js,0.371,0.88,0.0846,169.767,324625.0
The Dream Team,Warriors,1994,Drums,Electronic / Dance,3IgFXyyBOTWWUpXytORJUA,0.624,0.567,0.268,161.869,289740.0
Marvellous Cain,Creep,1995,Drums,Electronic / Dance,69yU8vJCY3zamID9VcYWym,0.623,0.766,0.865,163.733,274139.0
Technical Itch,Watch Out,1997,Drums,Electronic / Dance,,,,,,
Technical Itch,Conscious,1997,Drums,Electronic / Dance,,,,,,
The Dream Team,Ja,1995,Drums,Electronic / Dance,62zD2XouiaKMCfIkqj4LuZ,0.609,0.909,0.305,174.954,288096.0
The Dream Team,Gimme,1995,Drums,Electronic / Dance,,,,,,
Technical Itch,Hellness,2007,Drums,Electronic / Dance,,,,,,
DJ Dione,Do You Wanna Bump?,1997,Drums,Electronic / Dance,26uCmhs63m3FqEhDXnjjOD,0.607,0.862,0.195,179.919,291493.0
Kid Lib,Dreaming,2013,Drums,Electronic / Dance,,,,,,
Kid Lib,Can't Stand the Rain (Jungle Mix),2013,Drums,Electronic / Dance,,,,,,
Smith Inc,She Devil,1994,Drums,Electronic / Dance,,,,,,
Genotype,Angry Business,1997,Drums,Electronic / Dance,7BjRMFE2y0VV5tXCk9Mkhg,0.331,0.943,0.0396,112.263,375280.0
Dylan,Dominion,2000,Drums,Electronic / Dance,4VUltllrPc86Mr6E3gU18F,0.66,0.262,0.144,95.932,116533.0
Kamera (UK Producer),Cold Land,2015,Drums,Electronic / Dance,,,,,,
Sick Cycle,Subsonic New World Order,2015,Drums,Electronic / Dance,,,,,,
Alec Empire,We All Die!,1996,Drums,Electronic / Dance,1rI6HEbfJqPGpUYTPFuWuw,0.248,0.702,0.193,173.095,427173.0
Dylan and DJ Ink,California Curse (Technical Itch Remix),2002,Drums,Electronic / Dance,,,,,,
Pressure Rise,Changes (Technical Itch & Decoder Remix),2002,Drums,Electronic / Dance,,,,,,
X Nation,Too Much,2011,Drums,Electronic / Dance,,,,,,
Tim Reaper,Fresh86,2011,Drums,Electronic / Dance,,,,,,
Relapse,The Probability of Succumbing to Violent Whim,2011,Drums,Electronic / Dance,,,,,,
Sub Operative,Defence Mechanism,2011,Drums,Electronic / Dance,,,,,,
Verb and Devastate,The Killzone,2010,Drums,Electronic / Dance,,,,,,
DJ Rezonate,Deadlock,2012,Drums,Electronic / Dance,2o6l9cnWrcMWxKKg7BPj6Z,0.564,0.814,0.0652,172.987,448439.0
DJ Narcs,Call the Police,2013,Drums,Electronic / Dance,3zmkHYbkt3pZst3ugg4hU8,0.611,0.989,0.562,177.03,356254.0
Kingstoned Junglist,Gimme the Weed,2012,Drums,Electronic / Dance,6KnQoBktxl3YRJoUQIpEF4,0.435,0.873,0.667,180.011,368216.0
Neuroshima,Radar Wissp,2016,Drums,Electronic / Dance,,,,,,
The Terrorist,RK 1,1996,Drums,Electronic / Dance,,,,,,
Dr. Mario,Riotpigs (Militanz),2012,Drums,Other,,,,,,
Dr. Lefty,Get Mad Now,2006,Drums,Electronic / Dance,,,,,,
DJ Windmill,Out of Mind (That Beat! Mix),1993,Drums,Electronic / Dance,,,,,,
Kid Thunder,Scorpions Theme,1994,Drums,Electronic / Dance,38qXwd3WPjVwBf2ApqxnIA,0.722,0.971,0.74,155.854,485829.0
Formula 7,Religion,1994,Drums,Electronic / Dance,,,,,,
Majistrate & Nicol,Upside Down,2007,Drums,Electronic / Dance,,,,,,
Ellis Dee,Nice Up Ya Scene,1994,Drums,Electronic / Dance,,,,,,
Spring Heel Jack,Oceola,1995,Drums,Electronic / Dance,,,,,,
DJ Ink and BTK,Cold Flow,2011,Drums,Electronic / Dance,,,,,,
BTK and Meth,It Gets Rough Sometimes,2010,Drums,Electronic / Dance,,,,,,
DJ Ink and Nolige,Execution,2008,Drums,Electronic / Dance,,,,,,
Cyba Space,Life (Dom & Roland Remix),2002,Drums,Electronic / Dance,,,,,,
Nebula,Drum Physicz,2012,Drums,Electronic / Dance,,,,,,
Blu Mar Ten,Let Myself Go,2006,Drums,Electronic / Dance,6K9aSjLb3PWbDo1tv1BxvQ,,,,,
Skalator,Gadget Heads,2015,Drums,Electronic / Dance,4h1iwuNKt0HCL5TN5LobVr,,,,,
Chase & Status,Barbarians,2005,Drums,Electronic / Dance,,,,,,
Phobia,The Messenger,2006,Drums,Electronic / Dance,3keyGITXZQxHGZZOXD5XcL,,,,,
Regulators (Jungle),Hero's Welcome,1995,Drums,Electronic / Dance,,,,,,
DJ Spatts,Rock Me Slowly,1994,Drums,Electronic / Dance,,,,,,
Al Massive,Gettin' Busy,1996,Drums,Electronic / Dance,,,,,,
Dial-m,Listen Dis,2014,Drums,Electronic / Dance,,,,,,
Lord of the D,Jamie Let Go,2015,Drums,Electronic / Dance,,,,,,
Usual Suspects,Doorway (Gridlok & Echo Remix),2004,Drums,Electronic / Dance,3GJ9Xssa2YVPEbCz2eHMfh,,,,,
Loxy,Caution (D Kay Remix),2004,Drums,Electronic / Dance,5Nc6cRwd0VHizJ4OIIWDoD,,,,,
Evol Intent,The Blood,2004,Drums,Electronic / Dance,2vzkyRDlPXRRo4MZQMp9tc,,,,,
Dylan,Human Error,2004,Multiple Elements,Electronic / Dance,,,,,,
DJ Ink,B-Boy Convention (Spirit Rmx),2004,Drums,Hip-Hop / Rap / R&B,,,,,,
Friction,Defcon One,2003,Drums,Electronic / Dance,,,,,,
Spring Heel Jack,Lee Perry (Part 1),1995,Drums,Electronic / Dance,,,,,,
Spring Heel Jack,Lee Perry (Part 2),1995,Drums,Electronic / Dance,,,,,,
Smiley Maxx,Fuckin Dark,2013,Drums,Electronic / Dance,7wtqgspLSFVsaYdX8hzULw,,,,,
Kid Lib,Shoot to Kill,2012,Drums,Electronic / Dance,,,,,,
Kid Lib,Homage to the Golden Era,2012,Drums,Electronic / Dance,,,,,,
Ilovechoppage,Ride,2011,Drums,Electronic / Dance,,,,,,
Speak,Decay,2013,Drums,Electronic / Dance,0ZJ5obHzHxOaSNEOX6zWcE,,,,,
Kryptic Minds & Leon Switch,Evolution,2005,Drums,Electronic / Dance,,,,,,
Jerk,Pigs Suckeur,2012,Drums,Electronic / Dance,1Lycybi9WvbOfQ97cYr7r1,,,,,
Nebula,Encounters,2011,Drums,Electronic / Dance,6SvZZ689YVXPlvWEYT3k6X,,,,,
Loxy and Dylan,Caution (Spirit Remix),2001,Drums,Electronic / Dance,,,,,,
Kryptic Minds & Leon Switch,Thirteen Skulls,2004,Drums,Electronic / Dance,,,,,,
Resonant Evil,Hold Your Breath,2005,Drums,Electronic / Dance,,,,,,
DJ Trace,Mutationz VIP (Concord Dawn Remix),2002,Drums,Electronic / Dance,,,,,,
Future Cut,Overload,2000,Drums,Electronic / Dance,0UaNuW4bsRkW9utQhzKIip,,,,,
Spirals (Спирали),Terrorist on the Dancefloor,1998,Drums,Electronic / Dance,,,,,,
Future Forces Inc.,Intensify,1996,Drums,Electronic / Dance,3X0c6C7QBxluXeganCOwL7,,,,,
Limewax,Dirty Human,2006,Drums,Electronic / Dance,,,,,,
Technical Itch,Inner Journey,2005,Drums,Electronic / Dance,,,,,,
DJ Groove (Russia),My Story in Progress,2014,Drums,Electronic / Dance,,,,,,
EBK and Danny Holdtight,Meltdown,2006,Drums,Electronic / Dance,,,,,,
Stazma the Junglechrist,Burn Your TV,2013,Drums,Electronic / Dance,5cW4uCiJgmXVYqIMLdOmsc,,,,,
Breakage,Ruff Dub,2006,Drums,Electronic / Dance,,,,,,
2D33P,The Dream,2011,Drums,Electronic / Dance,,,,,,
Infest,Out of This World,2011,Drums,Electronic / Dance,,,,,,
Acid Lab,Conquering,2013,Drums,Electronic / Dance,3gzErhQIWaPPfFaZ3pByWI,,,,,
Rumbleton,A Conquering Amen,2011,Drums,Electronic / Dance,,,,,,
Relapse,Sharkfish,2012,Drums,Electronic / Dance,,,,,,
Rude Bwoy Monty,Warp Ten (Heavyweight Mix),1995,Drums,Electronic / Dance,6GAmty2KIPnUPG7bVkHzMz,,,,,
Technical Itch,Rough & Tough,1996,Drums,Electronic / Dance,,,,,,
Technical Itch,The Dreamer,1996,Drums,Electronic / Dance,,,,,,
Technical Itch,Capture,1997,Drums,Electronic / Dance,,,,,,
Sadesper Record,Touch Air,1999,Drums,Electronic / Dance,,,,,,
Confussion,Come on Boyee!,1994,Drums,Electronic / Dance,,,,,,
DJ Buz,Watch Me Now,1994,Drums,Electronic / Dance,,,,,,
FFF (2),Dressback,2016,Drums,Electronic / Dance,,,,,,
Method of Defiance,Humanoid,2007,Drums,Electronic / Dance,0WqHG2SEQx1XSsUl3gtuG1,,,,,
Purity,Adrenalin (V. 1),1997,Drums,Electronic / Dance,,,,,,
ElectroRedux,Elephant,2011,Drums,Electronic / Dance,,,,,,
Digital,Touch Me (94 Original Mix),1995,Drums,Electronic / Dance,,,,,,
Enduser,Gun Temper,2005,Drums,Electronic / Dance,2heqGDCPpdP2J6ebPIscUT,,,,,
Paul Blackout,Legions of the Dead,2006,Drums,Electronic / Dance,,,,,,
Kane & the Paraquat,Supa Dupa,1994,Drums,Electronic / Dance,3vjcetENGhQ0oU3lHPkDT2,,,,,
Kane & the Paraquat,Dark & Lonely,1994,Drums,Electronic / Dance,3Vga5WhbOlCxM6xgskVSGo,,,,,
Enduser,Slammed in the Face...,2005,Drums,Electronic / Dance,5OCFYviMProS37wkjvgb05,,,,,
Nolige,Red Rain,2009,Drums,Electronic / Dance,,,,,,
Relapse,Malevolent Dawn,2010,Drums,Electronic / Dance,,,,,,
Dub One,Bassment Dub,2011,Drums,Electronic / Dance,,,,,,
Trip,The Crack,1994,Drums,Electronic / Dance,10g9jvShobRFi3h7dAtTFN,,,,,
DJ Fokus,Get a Bearing,1994,Drums,Electronic / Dance,,,,,,
T.Z.A.,1000 Prayers (SPL Remix),2006,Drums,Electronic / Dance,5UiUNgBcicRDb3TfsMTnK4,,,,,
Decoder,Elements (Technical Itch Remix),1997,Drums,Electronic / Dance,,,,,,
D-Fect,I Can't Stop,2012,Drums,Electronic / Dance,,,,,,
X Nation,Spread Out & Scatter,2013,Drums,Electronic / Dance,0V5tWT06YGVsAfLAB1V89N,,,,,
Junglistic,Who Is This,2013,Drums,Electronic / Dance,,,,,,
Foxdye,Brown Chakra,2011,Drums,Electronic / Dance,,,,,,
Peter Pan & the Centiped,Listen to Me,2003,Drums,Electronic / Dance,,,,,,
Champa B,Filter Demon,2011,Drums,Electronic / Dance,,,,,,
Najeem S,Rime From Desert,2011,Drums,Electronic / Dance,3aWYq238muIUnjdUrnVabl,,,,,
DJ Ink,Speed,2011,Drums,Electronic / Dance,,,,,,
Theory,Jah Jah Time,2011,Drums,Electronic / Dance,,,,,,
Gremlinz,Frankie Gunns,2009,Drums,Electronic / Dance,0tFiyKxzNae4qg1b59pOFN,,,,,
"Gremlinz, Manifest (Drum & Bass) and Verb",Lion of Babylon,2008,Drums,Electronic / Dance,,,,,,
[Sub],Skadi (Nebula Blue Notes Remix),2008,Drums,Electronic / Dance,7uwHb9nuZ0bED3my155qMx,,,,,
Stazma the Junglechrist,Drunken DSP,2013,Drums,Electronic / Dance,02FBsSRfkuMxZIBwwuzXFi,,,,,
Bubba Ho Tek,The Blue Shit,2013,Drums,Electronic / Dance,,,,,,
Verb,Ready to Roll,2011,Drums,Electronic / Dance,,,,,,
